code,affinity,Kd/Ki,afftype
3n3j,8.48,Ki=3.3nM,Ki
1ec0,8.49,Ki=3.2nM,Ki
2g5u,8.49,Kd=3.2nM,Kd
2ihq,8.49,Ki=3.2nM,Ki
3s45,8.49,Ki=3.24nM,Ki
4hdf,8.49,Ki=3.2nM,Ki
4m2r,8.49,Ki=3.2nM,Ki
7upj,8.49,Ki=3.2nM,Ki
2vh0,8.51,Ki=3.1nM,Ki
3i25,8.51,Ki=3.1nM,Ki
3u8j,8.51,Ki=3.1nM,Ki
1fcy,8.52,Kd=3nM,Kd
1i5r,8.52,Ki=3.0nM,Ki
1nfx,8.52,Ki=3.0nM,Ki
1rp7,8.52,Ki=0.003uM,Ki
1xkk,8.52,Ki=3nM,Ki
2boh,8.52,Ki=3nM,Ki
2oc2,8.52,Ki=3nM,Ki
2q64,8.52,Kd=3.0nM,Kd
2qu6,8.52,Ki=3nM,Ki
2vvc,8.52,Ki=3nM,Ki
3hvh,8.52,Ki=3nM,Ki
3hvk,8.52,Ki=3nM,Ki
3lpi,8.52,Ki=3nM,Ki
3ml5,8.52,Ki=3.0nM,Ki
3suu,8.52,Ki=3nM,Ki
3ttm,8.52,Kd=3.0nM,Kd
4nh8,8.52,Ki=3nM,Ki
4o6w,8.52,Kd=3nM,Kd
4o97,8.52,Ki=3nM,Ki
4zj6,8.52,Kd=3.04nM,Kd
3kjd,8.54,Kd=2.9nM,Kd
4hwo,8.54,Ki=2.9nM,Ki
1hos,8.55,Ki=2.8nM,Ki
1ppl,8.55,Ki=2.8nM,Ki
2byr,8.55,Kd=2.8nM,Kd
3ejp,8.55,Ki=2.8nM,Ki
3v51,8.55,Ki=2.8nM,Ki
5amd,8.55,Ki=2.8nM,Ki
1bgq,8.57,Kd=2.7nM,Kd
1q1g,8.57,Kd=2.7nM,Kd
2x4z,8.57,Kd=2.7nM,Kd
3ejq,8.57,Ki=2.7nM,Ki
3v7x,8.57,Ki=2.7nM,Ki
4kmz,8.57,Kd=2.7nM,Kd
5caq,8.57,Ki=2.7nM,Ki
3r5t,8.58,Kd=2.65nM,Kd
2wky,8.59,Ki=2.57nM,Ki
3ibi,8.59,Ki=2.6nM,Ki
1bwa,8.6,Ki=2.5nM,Ki
3b66,8.6,Ki=2.5nM,Ki
3s43,8.6,Ki=2.53nM,Ki
3sxf,8.6,Ki=2.5nM,Ki
3t3u,8.6,Ki=2.5nM,Ki
4efs,8.6,Ki=2.5nM,Ki
4gj2,8.6,Ki=2.5nM,Ki
4qf7,8.6,Kd=2.5nM,Kd
4qjp,8.6,Kd=2.5nM,Kd
4ban,8.61,Ki=2.43nM,Ki
2cej,8.62,Ki=2.4nM,Ki
3ryz,8.62,Kd=2.4nM,Kd
4bf1,8.62,Ki=2.4nM,Ki
4fcf,8.62,Ki=2.4nM,Ki
4hf4,8.62,Ki=2.4nM,Ki
4jx9,8.62,Kd=2.4nM,Kd
5egm,8.62,Ki=2.4nM,Ki
3f17,8.63,Kd=2.36nM,Kd
1g45,8.64,Kd=2.3nM,Kd
1mue,8.64,Ki=2.3nM,Ki
1r1j,8.64,Ki=2.3nM,Ki
1t31,8.64,Ki=2.3nM,Ki
2qry,8.64,Kd=2.3nM,Kd
3hkw,8.64,Kd=2.3nM,Kd
3s71,8.64,Kd=2.3nM,Kd
4pft,8.64,Kd=2.3nM,Kd
4zyf,8.64,Kd=2.3nM,Kd
5e8f,8.64,Kd=2.3nM,Kd
6std,8.64,Ki=2.3nM,Ki
2oax,8.65,Ki=2.232nM,Ki
1i9n,8.66,Kd=2.2nM,Kd
3d1x,8.66,Ki=2.2nM,Ki
3nox,8.66,Ki=2.2nM,Ki
2qd6,8.68,Ki=2.1nM,Ki
2q55,8.69,Ki=2.04nM,Ki
1bcd,8.7,Ki=2nM,Ki
1g4j,8.7,Kd=2.0nM,Kd
1hfs,8.7,Ki=2nM,Ki
1jgl,8.7,Kd=2nM,Kd
1jyq,8.7,Kd=2nM,Kd
1lnm,8.7,Kd=2.0nM,Kd
1ohr,8.7,Ki=2nM,Ki
1pxo,8.7,Ki=2.0nM,Ki
1t7j,8.7,Kd=2.0nM,Kd
1w13,8.7,Ki=2nM,Ki
1xap,8.7,Kd=2nM,Kd
2b7d,8.7,Ki=2nM,Ki
2f8g,8.7,Ki=2.0nM,Ki
2fmb,8.7,Ki=2nM,Ki
2h4n,8.7,Kd=2nM,Kd
2jh0,8.7,Ki=2nM,Ki
2ojj,8.7,Ki=2nM,Ki
2pcp,8.7,Kd=2nM,Kd
2uwo,8.7,Ki=2nM,Ki
2vj8,8.7,Ki=2nM,Ki
2wgj,8.7,Ki=0.002uM,Ki
2wyg,8.7,Ki=2nM,Ki
2y5f,8.7,Ki=2nM,Ki
2y7z,8.7,Ki=2nM,Ki
2y81,8.7,Ki=2nM,Ki
3brn,8.7,Kd=2nM,Kd
3d9z,8.7,Ki=2.0nM,Ki
3eqr,8.7,Ki=2nM,Ki
3hvj,8.7,Ki=2nM,Ki
3i5z,8.7,Ki=2nM,Ki
3i60,8.7,Ki=2nM,Ki
3s73,8.7,Kd=2nM,Kd
4a7i,8.7,Ki=0.002uM,Ki
4bah,8.7,Ki=2.01nM,Ki
4eo6,8.7,Kd=2nM,Kd
4hy1,8.7,Ki=2nM,Ki
4r5a,8.7,Ki=2nM,Ki
4rwj,8.7,Kd=2nM,Kd
4yth,8.7,Ki=0.002uM,Ki
4zwx,8.7,Ki=2nM,Ki
4zwz,8.7,Ki=2nM,Ki
5e2o,8.7,Ki=2.0nM,Ki
3ckz,8.72,Ki=1.9nM,Ki
3p8o,8.72,Ki=1.89nM,Ki
3ts4,8.72,Ki=1.9nM,Ki
4ish,8.72,Ki=1.9nM,Ki
4x6o,8.72,Ki=1.9nM,Ki
1b6k,8.74,Ki=1.8nM,Ki
1mjj,8.74,Kd=1.83nM,Kd
1sdv,8.74,Ki=1810pM,Ki
3rz1,8.74,Kd=1.8nM,Kd
4ei4,8.74,Ki=1.8nM,Ki
4gii,8.74,Ki=1.8nM,Ki
1bnv,8.77,Kd=1.70nM,Kd
1d4l,8.77,Ki=1.7nM,Ki
1qft,8.77,Kd=1.7nM,Kd
1x38,8.77,Ki=1.7nM,Ki
1zp8,8.77,Ki=1.7nM,Ki
2wkz,8.77,Ki=1.7nM,Ki
3qdd,8.77,Ki=1.7nM,Ki
4e4l,8.77,Ki=1.7nM,Ki
4m0f,8.77,Ki=1.7nM,Ki
4yhq,8.77,Ki=1.7nM,Ki
1fkn,8.8,Ki=1.6nM,Ki
1g46,8.8,Kd=1.6nM,Kd
1w5w,8.8,Ki=1.6nM,Ki
3d1z,8.8,Ki=1.6nM,Ki
3oaf,8.8,Ki=1.6nM,Ki
3rt4,8.8,Kd=1.6nM,Kd
5cau,8.8,Ki=1.6nM,Ki
5e2p,8.8,Ki=1.6nM,Ki
1ork,8.81,Kd=1.56nM,Kd
1g54,8.82,Kd=1.5nM,Kd
1m0b,8.82,Ki=1.53nM,Ki
2zxg,8.82,Ki=1.5nM,Ki
3fvk,8.82,Ki=1.5nM,Ki
3nu4,8.82,Ki=1.5nM,Ki
4i5c,8.82,Ki=1.5nM,Ki
4ks1,8.82,Ki=1.5nM,Ki
4x6n,8.82,Ki=1.5nM,Ki
1lhu,8.83,Kd=1.48nM,Kd
3mxd,8.83,Ki=1.47nM,Ki
1d4i,8.85,Ki=1.40nM,Ki
2avo,8.85,Ki=1.40nM,Ki
2obf,8.85,Ki=1.4nM,Ki
3b67,8.85,Ki=1.4nM,Ki
4gj3,8.85,Ki=1.4nM,Ki
5cas,8.85,Ki=1.4nM,Ki
2xej,8.87,Ki=1.34nM,Ki
1n3i,8.89,Ki=1.3nM,Ki
1nfy,8.89,Ki=1.3nM,Ki
1nt1,8.89,Ki=1.3nM,Ki
2idw,8.89,Ki=1.3nM,Ki
2y7x,8.89,Ki=1.3nM,Ki
3ekp,8.89,Kd=1.3nM,Kd
3vhc,8.89,Kd=1.3nM,Kd
3zze,8.89,Ki=1.3nM,Ki
4cst,8.89,Kd=1.3nM,Kd
4yc9,8.89,Kd=1.3nM,Kd
3egt,8.9,Ki=1.26nM,Ki
4bak,8.91,Ki=1.22nM,Ki
1ec1,8.92,Ki=1.20nM,Ki
1kzn,8.92,Kd=1.2nM,Kd
1r1h,8.92,Ki=1.2nM,Ki
3k37,8.92,Ki=1.2nM,Ki
4e6d,8.92,Ki=1.2nM,Ki
4heg,8.92,Ki=1.20nM,Ki
4bam,8.94,Ki=1.14nM,Ki
1j37,8.96,Ki=1.1nM,Ki
1nfw,8.96,Ki=1.1nM,Ki
2p4j,8.96,Ki=1.1nM,Ki
3dcc,8.96,Ki=1.1nM,Ki
3i9g,8.96,Kd=1.1nM,Kd
3rz7,8.96,Kd=1.1nM,Kd
3v5p,8.96,Ki=1.1nM,Ki
4ag8,8.96,Ki=1.1nM,Ki
1apv,9.0,Ki=1nM,Ki
1e3g,9.0,Kd=0.99nM,Kd
1fm9,9.0,Ki=1nM,Ki
1k27,9.0,Ki=1.0nM,Ki
1mq5,9.0,Ki=1nM,Ki
1mu8,9.0,Ki=1.0nM,Ki
1y0l,9.0,Kd=1nM,Kd
2j4i,9.0,Ki=1nM,Ki
2wyj,9.0,Ki=1nM,Ki
3jrx,9.0,Kd=1nM,Kd
3u6h,9.0,Ki=1.0nM,Ki
3u6i,9.0,Ki=1nM,Ki
4c2v,9.0,Ki=1nM,Ki
4h3f,9.0,Ki=1nM,Ki
4x5q,9.0,Kd=1nM,Kd
2q54,9.01,Ki=0.98nM,Ki
4baq,9.01,Ki=0.98nM,Ki
4jh0,9.03,Ki=0.94nM,Ki
4xtw,9.03,Kd=0.933nM,Kd
1ec3,9.04,Ki=0.92nM,Ki
1g53,9.04,Kd=0.91nM,Kd
3m37,9.04,Ki=0.91nM,Ki
3vfb,9.04,Ki=0.92nM,Ki
1ebw,9.05,Ki=0.90nM,Ki
1ezq,9.05,Ki=0.9nM,Ki
1kdk,9.05,Kd=0.9nM,Kd
1s63,9.05,Ki=0.9nM,Ki
3hb4,9.05,Ki=0.9nM,Ki
3nu9,9.05,Ki=0.9nM,Ki
4e4n,9.05,Ki=0.9nM,Ki
4i72,9.05,Ki=0.9nM,Ki
1nw4,9.07,Kd=860pM,Kd
2qd8,9.07,Ki=0.85nM,Ki
3gba,9.07,Ki=0.848nM,Ki
4cmo,9.07,Ki=0.85nM,Ki
1bnw,9.08,Kd=0.83nM,Kd
2rkf,9.08,Ki=0.83nM,Ki
3a2o,9.08,Ki=0.83nM,Ki
3ffg,9.08,Ki=0.84nM,Ki
3sue,9.08,Ki=0.84nM,Ki
3x00,9.08,Kd=0.83nM,Kd
1d3d,9.09,Kd=0.81nM,Kd
1msn,9.09,Kd=0.81nM,Kd
2v58,9.09,Kd=0.82nM,Kd
2w8y,9.09,Ki=0.82nM,Ki
4zls,9.09,Ki=0.82nM,Ki
2qd7,9.1,Ki=0.80nM,Ki
3lea,9.1,Ki=0.8nM,Ki
3lpk,9.1,Ki=0.8nM,Ki
3mdz,9.1,Ki=0.8nM,Ki
3o56,9.1,Kd=794pM,Kd
3pwm,9.1,Kd=0.8nM,Kd
3vf7,9.1,Ki=0.80nM,Ki
4az6,9.1,Ki=0.8nM,Ki
4hws,9.1,Ki=0.8nM,Ki
1d9i,9.11,Ki=0.78nM,Ki
4xu0,9.11,Kd=0.769nM,Kd
3ttp,9.12,Kd=750pM,Kd
1ta6,9.13,Ki=0.74nM,Ki
2wb5,9.13,Ki=0.74nM,Ki
3su3,9.13,Ki=0.74nM,Ki
2qmg,9.15,Ki=0.7nM,Ki
2xjx,9.15,Kd=0.71nM,Kd
3d91,9.15,Ki=0.7nM,Ki
3ibu,9.15,Ki=0.7nM,Ki
4clj,9.15,Ki=0.70nM,Ki
4p6w,9.15,Ki=0.7nM,Ki
5aml,9.15,Ki=0.7nM,Ki
8cpa,9.15,Ki=710pM,Ki
1z71,9.18,Ki=0.66nM,Ki
2fgu,9.18,Kd=0.66nM,Kd
2xb7,9.19,Ki=0.65nM,Ki
2xy9,9.19,Ki=0.65nM,Ki
3ozg,9.19,Ki=0.65nM,Ki
3vfa,9.19,Ki=0.65nM,Ki
1mh5,9.21,Kd=0.61nM,Kd
4xty,9.21,Kd=0.614nM,Kd
1d4k,9.22,Ki=0.6nM,Ki
1fcz,9.22,Kd=0.6nM,Kd
1hpo,9.22,Ki=0.6nM,Ki
1hps,9.22,Ki=0.6nM,Ki
1hpv,9.22,Ki=0.60nM,Ki
1uho,9.22,Kd=0.6nM,Kd
1x39,9.22,Ki=0.6nM,Ki
1zvx,9.22,Ki=0.6nM,Ki
2cer,9.22,Ki<=0.6nM,Ki<
2o4l,9.22,Kd=608pM,Kd
3rwp,9.22,Ki=0.6nM,Ki
4s1g,9.22,Ki=0.6nM,Ki
4xu2,9.23,Kd=0.592nM,Kd
4dv8,9.24,Ki=0.58nM,Ki
3zlr,9.26,Kd=0.55nM,Kd
1sdt,9.27,Ki=540pM,Ki
2xab,9.27,Kd=0.54nM,Kd
3nzk,9.27,Ki=0.54nM,Ki
4xtv,9.27,Kd=0.54nM,Kd
1xow,9.28,Kd=0.52nM,Kd
3kdc,9.28,Kd=0.52nM,Kd
3p8n,9.28,Ki=0.53nM,Ki
3rux,9.28,Kd=0.53nM,Kd
3vhd,9.28,Kd=0.52nM,Kd
4asd,9.28,Ki=0.52nM,Ki
4n6h,9.28,Kd=0.52nM,Kd
2ayr,9.29,Ki=0.51nM,Ki
2iw4,9.3,Kd=0.5nM,Kd
2yxj,9.3,Ki=0.5nM,Ki
3nu6,9.3,Ki=0.5nM,Ki
4crf,9.3,Ki=0.5nM,Ki
4er2,9.3,Ki=0.5nM,Ki
4qge,9.3,Ki=0.5nM,Ki
1bn4,9.31,Kd=0.49nM,Kd
3rdq,9.31,Kd=0.49nM,Kd
2aqu,9.32,Ki=0.48nM,Ki
3wha,9.32,Kd=0.48nM,Kd
1bn1,9.34,Kd=0.46nM,Kd
3vf5,9.34,Ki=0.46nM,Ki
2e27,9.35,Kd=0.45nM,Kd
2p95,9.37,Ki=0.43nM,Ki
3nuj,9.39,Ki=0.41nM,Ki
4ca5,9.39,Ki=0.41nM,Ki
1ebz,9.4,Ki=0.40nM,Ki
1fkf,9.4,Kd=0.4nM,Kd
1ksn,9.4,Ki=0.4nM,Ki
1met,9.4,Ki=0.4nM,Ki
1pme,9.4,Ki=0.4nM,Ki
2o4r,9.4,Ki=0.4nM,Ki
2w26,9.4,Ki=0.4nM,Ki
4a4q,9.4,Ki=0.4nM,Ki
4erf,9.4,Kd=0.4nM,Kd
3ekv,9.41,Kd=0.39nM,Kd
3ekx,9.41,Kd=0.39nM,Kd
1hsh,9.42,Ki=0.38nM,Ki
3bgs,9.42,Ki=380pM,Ki
3rbu,9.43,Ki=370pM,Ki
1g1d,9.44,Kd=0.36nM,Kd
4mc9,9.44,Ki=0.36nM,Ki
4b7p,9.46,Kd=0.346nM,Kd
1qbs,9.47,Ki=0.34nM,Ki
4wko,9.47,Ki=0.34nM,Ki
1xjd,9.48,Ki=0.33nM,Ki
1bnq,9.49,Kd=0.32nM,Kd
4xu1,9.49,Kd=0.324nM,Kd
4xu3,9.5,Kd=0.315nM,Kd
1hvr,9.51,Ki=0.31nM,Ki
1s19,9.51,Kd=0.31nM,Kd
2p4s,9.51,Ki=0.31nM,Ki
1m4h,9.52,Ki=0.3nM,Ki
2ax9,9.52,Ki=0.3nM,Ki
2bys,9.52,Kd=0.3nM,Kd
2g94,9.52,Ki=0.3nM,Ki
2gvj,9.52,Ki=0.3nM,Ki
2hoc,9.52,Ki=0.3nM,Ki
3fv3,9.52,Ki=0.3nM,Ki
3g5k,9.52,Ki=0.3nM,Ki
1g52,9.54,Kd=0.29nM,Kd
3ppm,9.54,Ki=0.29nM,Ki
1dmp,9.55,Ki=0.28nM,Ki
1ws1,9.55,Ki=0.28nM,Ki
4wkp,9.55,Ki=0.28nM,Ki
1i37,9.57,Ki=0.27nM,Ki
1o86,9.57,Ki=0.27nM,Ki
2z4o,9.57,Ki=0.27nM,Ki
4ax9,9.57,Ki=0.27nM,Ki
4gql,9.59,Ki=0.26nM,Ki
4mc6,9.59,Ki=0.26nM,Ki
5cjf,9.59,Ki=0.26nM,Ki
4gqp,9.6,Kd=0.25nM,Kd
3s56,9.62,Ki=0.24nM,Ki
1if8,9.64,Kd=230pM,Kd
2zx8,9.64,Ki=231.4pM,Ki
3el1,9.64,Kd=0.23nM,Kd
3s54,9.64,Ki=0.23nM,Ki
4b7r,9.64,Ki=0.23nM,Ki
3pe1,9.65,Ki=0.223nM,Ki
3dp9,9.68,Kd=208pM,Kd
4zip,9.68,Ki=0.21nM,Ki
1bnu,9.7,Kd=0.20nM,Kd
1df8,9.7,Kd=0.20nM,Kd
1fkb,9.7,Kd=0.2nM,Kd
1mrw,9.7,Kd=0.2nM,Kd
2vh6,9.7,Ki=0.2nM,Ki
3sm2,9.7,Ki=0.2nM,Ki
4cd0,9.7,Ki=0.2nM,Ki
4fk6,9.7,Ki=0.2nM,Ki
4crl,9.71,Kd=195pM,Kd
3fuc,9.72,Kd=190pM,Kd
4wkn,9.72,Ki=0.19nM,Ki
1nh0,9.74,Ki=0.18nM,Ki
3dk1,9.74,Ki=0.18nM,Ki
3p3g,9.74,Ki=180pM,Ki
3pe2,9.76,Ki=0.175nM,Ki
3ggu,9.77,Ki=170pM,Ki
456c,9.77,Ki=0.17nM,Ki
4x24,9.78,Ki=166pM,Ki
1bnt,9.8,Kd=0.16nM,Kd
3lxk,9.8,Kd=0.16nM,Kd
3nuo,9.8,Ki=0.16nM,Ki
1pvn,9.82,Ki=0.15nM,Ki
3m36,9.82,Ki=0.15nM,Ki
3nu3,9.82,Ki=0.15nM,Ki
4eb8,9.82,Ki=151pM,Ki
4wup,9.82,Kd=0.15nM,Kd
4xtz,9.82,Kd=0.153nM,Kd
4zo5,9.82,Ki=0.15nM,Ki
2xef,9.84,Ki=0.145nM,Ki
2std,9.85,Ki=0.14nM,Ki
3kdb,9.85,Kd=0.14nM,Kd
3rdo,9.85,Kd=0.14nM,Kd
1bn3,9.89,Kd=0.13nM,Kd
2drc,9.89,Kd=0.13nM,Kd
1hxb,9.92,Ki=0.12nM,Ki
1zsf,9.92,Ki=0.12nM,Ki
2vnp,9.92,Ki=0.12nM,Ki
3ies,9.92,Kd=120pM,Kd
3rlb,9.92,Kd=120pM,Kd
1hvl,9.95,Ki=112pM,Ki
1bv9,9.96,Ki=0.11nM,Ki
1fjs,9.96,Ki=0.11nM,Ki
2xmy,9.96,Ki=0.11nM,Ki
4m8y,9.96,Ki=0.11nM,Ki
1bnn,10.0,Kd=0.10nM,Kd
1bxo,10.0,Ki=0.10nM,Ki
1d4h,10.0,Ki=0.10nM,Ki
1ec2,10.0,Ki=0.10nM,Ki
1flr,10.0,Kd=0.1nM,Kd
1gar,10.0,Ki=100pM,Ki
1igj,10.0,Kd=0.1nM,Kd
1rjk,10.0,Ki=0.1nM,Ki
3h5b,10.0,Ki=0.099nM,Ki
4lhv,10.0,Kd=0.1nM,Kd
3mxe,10.01,Ki=0.097nM,Ki
1n4k,10.05,Kd=0.09nM,Kd
1nm6,10.05,Ki=0.09nM,Ki
3lzu,10.06,Kd=0.087nM,Kd
1sdu,10.07,Ki=86pM,Ki
1sr7,10.1,Kd=0.08nM,Kd
2o4j,10.1,Ki=0.08nM,Ki
2p16,10.1,Ki=0.08nM,Ki
4f3k,10.16,Ki=69.0pM,Ki
3ps1,10.17,Ki=67pM,Ki
4ww8,10.17,Kd=0.067nM,Kd
4ggz,10.18,Kd=0.066nM,Kd
1ie9,10.19,Kd=0.065nM,Kd
2qi3,10.2,Ki=0.063nM,Ki
4m8x,10.2,Ki=0.063nM,Ki
2qi7,10.21,Ki=0.062nM,Ki
4ww6,10.21,Kd=0.062nM,Kd
3t3c,10.23,Ki=59pM,Ki
1qbu,10.24,Ki=0.058nM,Ki
1rr6,10.25,Kd=56pM,Kd
1bv7,10.3,Ki=0.05nM,Ki
1c70,10.3,Ki=0.05nM,Ki
1hvs,10.3,Ki=50pM,Ki
4djq,10.32,Ki=0.048nM,Ki
4std,10.33,Ki=47pM,Ki
3i6o,10.35,Ki=45pM,Ki
4ngm,10.35,Ki=0.0449nM,Ki
4q1y,10.35,Ki=45pM,Ki
4lvt,10.36,Ki=44pM,Ki
1c4u,10.37,Ki=0.043nM,Ki
4ynb,10.37,Ki=0.043nM,Ki
1kzk,10.39,Ki=41pM,Ki
4wt2,10.42,Kd=38pM,Kd
2qi4,10.44,Ki=0.036nM,Ki
4ffs,10.44,Kd=36pM,Kd
2o4k,10.46,Kd=35pM,Kd
1msm,10.48,Kd=33pM,Kd
2zx7,10.49,Ki=32.2pM,Ki
5std,10.49,Ki=32pM,Ki
2o4s,10.51,Kd=31pM,Kd
1b8n,10.52,Ki=30pM,Ki
1if7,10.52,Kd=30pM,Kd
1n46,10.52,Ki=0.03nM,Ki
2f81,10.52,Ki=0.03nM,Ki
4yo8,10.52,Ki=0.030nM,Ki
1g2o,10.55,Ki=28pM,Ki
4djp,10.55,Ki=0.028nM,Ki
1qbr,10.57,Ki=0.027nM,Ki
2qi6,10.57,Ki=0.027nM,Ki
4xtx,10.57,Kd=0.027nM,Kd
3djk,10.59,Ki=26pM,Ki
3ekt,10.59,Kd=26pM,Kd
2zx6,10.6,Ki=25.1pM,Ki
1qbt,10.62,Ki=0.024nM,Ki
2xei,10.62,Ki=0.024nM,Ki
4lch,10.62,Ki=24pM,Ki
1b8o,10.64,Ki=23pM,Ki
1dif,10.66,Ki=22pM,Ki
3cs7,10.68,Ki=21pM,Ki
2pk5,10.7,Kd=20pM,Kd
2wva,10.7,Kd=20pM,Kd
2xeg,10.7,Ki=0.020nM,Ki
3o9a,10.7,Ki=20pM,Ki
4agc,10.7,Ki=0.020nM,Ki
5alb,10.71,Kd=19.6pM,Kd
2o4p,10.72,Kd=19pM,Kd
3o9d,10.72,Ki=19pM,Ki
7std,10.72,Ki=19pM,Ki
4omc,10.78,Ki=16.7pM,Ki
3gi4,10.8,Ki=16pM,Ki
4hla,10.8,Ki=16pM,Ki
5c1m,10.8,Ki=16pM,Ki
1hxw,10.82,Ki=15pM,Ki
3o99,10.82,Ki=15pM,Ki
2qi5,10.85,Ki=0.014nM,Ki
3i7e,10.85,Ki=14pM,Ki
2pk6,10.89,Kd=13pM,Kd
4i8w,10.9,Ki=12.7pM,Ki
1hvi,10.92,Ki=12pM,Ki
1hvk,10.96,Ki=11pM,Ki
1m7y,10.96,Kd=0.011nM,Kd
3lzs,10.96,Kd=0.0109nM,Kd
4ase,11.0,Ki=0.01nM,Ki
4kb9,11.0,Ki=0.01nM,Ki
5bs4,11.0,Kd=0.0099nM,Kd
1q84,11.05,Ki=8900fM,Ki
4i8z,11.05,Ki=8.9pM,Ki
5dgw,11.05,Ki=0.009nM,Ki
1x1z,11.06,Ki=8.8pM,Ki
3k8o,11.07,Kd=8.6pM,Kd
1d4y,11.1,Ki=0.008nM,Ki
3std,11.11,Ki=7.7pM,Ki
4q1x,11.15,Ki=7pM,Ki
2i4v,11.2,Ki=6.3pM,Ki
3gi5,11.22,Ki=6pM,Ki
3gi6,11.22,Ki=6pM,Ki
3ok9,11.23,Ki=5.9pM,Ki
4u8w,11.24,Ki=5.8pM,Ki
1hpx,11.26,Ki=5.5pM,Ki
4ryd,11.26,Ki=5.5pM,Ki
3k8q,11.28,Kd=5.2pM,Kd
1pro,11.3,Ki=5pM,Ki
2q5k,11.3,Ki=5pM,Ki
2xpk,11.3,Ki=0.005nM,Ki
3o9e,11.3,Ki=5pM,Ki
3st5,11.3,Ki=5pM,Ki
4gbd,11.32,Ki=0.0048nM,Ki
2j62,11.34,Ki=4.6pM,Ki
2hb3,11.35,Ki=4.5pM,Ki
5dgu,11.35,Ki=0.0045nM,Ki
1hvj,11.4,Ki=4pM,Ki
2i0a,11.4,Ki=4pM,Ki
1lyb,11.42,Ki=3.8pM,Ki
4djo,11.52,Ki=3pM,Ki
4djr,11.52,Ki=0.003nM,Ki
6cpa,11.52,Ki=3pM,Ki
3qaa,11.54,Ki=2.9pM,Ki
2i4u,11.57,Ki=2.7pM,Ki
4ll3,11.57,Kd=2.7pM,Kd
4wkb,11.57,Ki=2.7pM,Ki
2i4w,11.59,Ki=2.6pM,Ki
2i4d,11.68,Ki=2.1pM,Ki
4jn2,11.68,Kd=2.1pM,Kd
1y6q,11.7,Ki=2pM,Ki
4q1w,11.7,Ki=2pM,Ki
4wr7,11.7,Kd=0.002nM,Kd
2i4x,11.72,Ki=1.9pM,Ki
4dfg,11.74,Ki=1.8pM,Ki
1duv,11.8,Kd=1.6pM,Kd
5bry,11.82,Ki=0.0015nM,Ki
1sl3,11.85,Ki=1.4pM,Ki
1ctu,11.92,Ki=1.2pM,Ki
